"cvss2_score","cvss3_score","Version","detection_time","severity","external_references","Architecture","condition","cve","updated","Name","Title","published"
4.6,7.8,"10.0.20348","2023-08-10T06:26:19+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-24479"",""https://nvd.nist.gov/vuln/detail/CVE-2022-24479""]","x64","KB5012604 patch is not installed","CVE-2022-24479","2023-08-08","Windows Server 2022","CVE-2022-24479 affects Windows Server 2022","2022-04-15"
4.6,7.8,"10.0.20348","2023-08-10T06:26:19+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-24474"",""https://nvd.nist.gov/vuln/detail/CVE-2022-24474""]","x64","KB5012604 patch is not installed","CVE-2022-24474","2023-08-08","Windows Server 2022","CVE-2022-24474 affects Windows Server 2022","2022-04-15"
2.1,6.5,"10.0.20348","2023-08-10T06:26:19+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-23268"",""https://nvd.nist.gov/vuln/detail/CVE-2022-23268""]","x64","KB5012604 patch is not installed","CVE-2022-23268","2023-06-29","Windows Server 2022","CVE-2022-23268 affects Windows Server 2022","2022-04-15"
4.6,8.8,"10.0.20348","2023-08-10T06:26:19+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-23257"",""https://nvd.nist.gov/vuln/detail/CVE-2022-23257""]","x64","KB5012604 patch is not installed","CVE-2022-23257","2023-06-29","Windows Server 2022","CVE-2022-23257 affects Windows Server 2022","2022-04-15"
3.3,5.7,"10.0.20348","2023-08-10T06:26:19+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22711"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22711""]","x64","KB5015827 patch is not installed","CVE-2022-22711","2023-08-08","Windows Server 2022","CVE-2022-22711 affects Windows Server 2022","2022-07-12"
7.2,7.8,"10.0.20348","2023-08-10T06:26:20+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22050"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22050""]","x64","KB5015827 patch is not installed","CVE-2022-22050","2023-05-17","Windows Server 2022","CVE-2022-22050 affects Windows Server 2022","2022-07-12"
7.2,7.8,"10.0.20348","2023-08-10T06:26:20+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22049"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22049""]","x64","KB5015827 patch is not installed","CVE-2022-22049","2023-05-17","Windows Server 2022","CVE-2022-22049 affects Windows Server 2022","2022-07-12"
6.6,6.1,"10.0.20348","2023-08-10T06:26:20+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22048"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22048""]","x64","KB5015827 patch is not installed","CVE-2022-22048","2023-08-08","Windows Server 2022","CVE-2022-22048 affects Windows Server 2022","2022-07-12"
7.2,7.8,"10.0.20348","2023-08-10T06:26:20+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22047"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22047""]","x64","KB5015827 patch is not installed","CVE-2022-22047","2023-08-08","Windows Server 2022","CVE-2022-22047 affects Windows Server 2022","2022-07-12"
6.9,7.8,"10.0.20348","2023-08-10T06:26:20+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22045"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22045""]","x64","KB5015827 patch is not installed","CVE-2022-22045","2023-08-08","Windows Server 2022","CVE-2022-22045 affects Windows Server 2022","2022-07-12"
7.2,7.8,"10.0.20348","2023-08-10T06:26:20+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22043"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22043""]","x64","KB5015827 patch is not installed","CVE-2022-22043","2023-08-08","Windows Server 2022","CVE-2022-22043 affects Windows Server 2022","2022-07-12"
4,6.5,"10.0.20348","2023-08-10T06:26:20+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22042"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22042""]","x64","KB5015827 patch is not installed","CVE-2022-22042","2023-08-08","Windows Server 2022","CVE-2022-22042 affects Windows Server 2022","2022-07-12"
8.5,6.8,"10.0.20348","2023-08-10T06:26:20+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22041"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22041""]","x64","KB5015827 patch is not installed","CVE-2022-22041","2023-08-08","Windows Server 2022","CVE-2022-22041 affects Windows Server 2022","2022-07-12"
7.5,7.3,"10.0.20348","2023-08-10T06:26:20+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22040"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22040""]","x64","KB5015827 patch is not installed","CVE-2022-22040","2023-08-08","Windows Server 2022","CVE-2022-22040 affects Windows Server 2022","2022-07-12"
6,7.5,"10.0.20348","2023-08-10T06:26:20+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22039"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22039""]","x64","KB5015827 patch is not installed","CVE-2022-22039","2023-08-08","Windows Server 2022","CVE-2022-22039 affects Windows Server 2022","2022-07-12"
6.8,8.1,"10.0.20348","2023-08-10T06:26:20+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22038"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22038""]","x64","KB5015827 patch is not installed","CVE-2022-22038","2023-08-08","Windows Server 2022","CVE-2022-22038 affects Windows Server 2022","2022-07-12"
8.5,7.5,"10.0.20348","2023-08-10T06:26:20+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22037"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22037""]","x64","KB5015827 patch is not installed","CVE-2022-22037","2023-08-08","Windows Server 2022","CVE-2022-22037 affects Windows Server 2022","2022-07-12"
4.4,7,"10.0.20348","2023-08-10T06:26:20+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22036"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22036""]","x64","KB5015827 patch is not installed","CVE-2022-22036","2023-08-08","Windows Server 2022","CVE-2022-22036 affects Windows Server 2022","2022-07-12"
0,8.1,"10.0.20348","2023-08-10T06:26:20+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22035"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22035""]","x64","KB5018421 patch is not installed","CVE-2022-22035","2022-10-13","Windows Server 2022","CVE-2022-22035 affects Windows Server 2022","2022-10-11"
7.2,7.8,"10.0.20348","2023-08-10T06:26:20+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22034"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22034""]","x64","KB5015827 patch is not installed","CVE-2022-22034","2023-06-27","Windows Server 2022","CVE-2022-22034 affects Windows Server 2022","2022-07-12"
7.2,7.8,"10.0.20348","2023-08-10T06:26:20+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22031"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22031""]","x64","KB5015827 patch is not installed","CVE-2022-22031","2023-08-08","Windows Server 2022","CVE-2022-22031 affects Windows Server 2022","2022-07-12"
