"cvss2_score","cvss3_score","Version","detection_time","severity","external_references","Architecture","condition","cve","updated","Name","Title","published"
0,7,"10.0.20348","2023-08-10T06:26:10+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28216"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28216""]","x64","KB5025230 patch is not installed","CVE-2023-28216","2023-04-13","Windows Server 2022","CVE-2023-28216 affects Windows Server 2022","2023-04-11"
0,7.8,"10.0.20348","2023-08-10T06:26:10+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24949"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24949""]","x64","KB5026370 patch is not installed","CVE-2023-24949","2023-05-15","Windows Server 2022","CVE-2023-24949 affects Windows Server 2022","2023-05-09"
0,5.5,"10.0.20348","2023-08-10T06:26:10+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24945"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24945""]","x64","KB5026370 patch is not installed","CVE-2023-24945","2023-05-15","Windows Server 2022","CVE-2023-24945 affects Windows Server 2022","2023-05-09"
0,6.5,"10.0.20348","2023-08-10T06:26:10+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24944"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24944""]","x64","KB5026370 patch is not installed","CVE-2023-24944","2023-05-15","Windows Server 2022","CVE-2023-24944 affects Windows Server 2022","2023-05-09"
0,9.8,"10.0.20348","2023-08-10T06:26:10+00:00","Critical","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24943"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24943""]","x64","KB5026370 patch is not installed","CVE-2023-24943","2023-05-15","Windows Server 2022","CVE-2023-24943 affects Windows Server 2022","2023-05-09"
0,7.5,"10.0.20348","2023-08-10T06:26:10+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24942"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24942""]","x64","KB5026370 patch is not installed","CVE-2023-24942","2023-05-15","Windows Server 2022","CVE-2023-24942 affects Windows Server 2022","2023-05-09"
0,9.8,"10.0.20348","2023-08-10T06:26:10+00:00","Critical","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24941"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24941""]","x64","KB5026370 patch is not installed","CVE-2023-24941","2023-05-15","Windows Server 2022","CVE-2023-24941 affects Windows Server 2022","2023-05-09"
0,7.5,"10.0.20348","2023-08-10T06:26:10+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24940"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24940""]","x64","KB5026370 patch is not installed","CVE-2023-24940","2023-05-15","Windows Server 2022","CVE-2023-24940 affects Windows Server 2022","2023-05-09"
0,7.5,"10.0.20348","2023-08-10T06:26:10+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24939"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24939""]","x64","KB5026370 patch is not installed","CVE-2023-24939","2023-05-15","Windows Server 2022","CVE-2023-24939 affects Windows Server 2022","2023-05-09"
0,6.5,"10.0.20348","2023-08-10T06:26:10+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24938"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24938""]","x64","KB5027225 patch is not installed","CVE-2023-24938","2023-06-20","Windows Server 2022","CVE-2023-24938 affects Windows Server 2022","2023-06-14"
0,6.5,"10.0.20348","2023-08-10T06:26:10+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24937"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24937""]","x64","KB5027225 patch is not installed","CVE-2023-24937","2023-06-21","Windows Server 2022","CVE-2023-24937 affects Windows Server 2022","2023-06-14"
0,6.7,"10.0.20348","2023-08-10T06:26:10+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24932"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24932""]","x64","KB5028171 patch is not installed","CVE-2023-24932","2023-05-15","Windows Server 2022","CVE-2023-24932 affects Windows Server 2022","2023-05-09"
0,7.5,"10.0.20348","2023-08-10T06:26:10+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24931"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24931""]","x64","KB5025230 patch is not installed","CVE-2023-24931","2023-04-14","Windows Server 2022","CVE-2023-24931 affects Windows Server 2022","2023-04-11"
0,8.8,"10.0.20348","2023-08-10T06:26:10+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24929"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24929""]","x64","KB5025230 patch is not installed","CVE-2023-24929","2023-04-14","Windows Server 2022","CVE-2023-24929 affects Windows Server 2022","2023-04-11"
0,8.8,"10.0.20348","2023-08-10T06:26:10+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24928"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24928""]","x64","KB5025230 patch is not installed","CVE-2023-24928","2023-04-14","Windows Server 2022","CVE-2023-24928 affects Windows Server 2022","2023-04-11"
0,8.8,"10.0.20348","2023-08-10T06:26:10+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24927"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24927""]","x64","KB5025230 patch is not installed","CVE-2023-24927","2023-04-14","Windows Server 2022","CVE-2023-24927 affects Windows Server 2022","2023-04-11"
0,8.8,"10.0.20348","2023-08-10T06:26:10+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24926"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24926""]","x64","KB5025230 patch is not installed","CVE-2023-24926","2023-04-14","Windows Server 2022","CVE-2023-24926 affects Windows Server 2022","2023-04-11"
0,8.8,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24925"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24925""]","x64","KB5025230 patch is not installed","CVE-2023-24925","2023-04-14","Windows Server 2022","CVE-2023-24925 affects Windows Server 2022","2023-04-11"
0,8.8,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24924"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24924""]","x64","KB5025230 patch is not installed","CVE-2023-24924","2023-04-14","Windows Server 2022","CVE-2023-24924 affects Windows Server 2022","2023-04-11"
0,8.8,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24913"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24913""]","x64","KB5023786 patch is not installed","CVE-2023-24913","2023-03-20","Windows Server 2022","CVE-2023-24913 affects Windows Server 2022","2023-03-14"
0,7.8,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24912"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24912""]","x64","KB5025230 patch is not installed","CVE-2023-24912","2023-04-14","Windows Server 2022","CVE-2023-24912 affects Windows Server 2022","2023-04-11"
0,4.3,"10.0.20348","2023-08-10T06:26:11+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24911"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24911""]","x64","KB5023786 patch is not installed","CVE-2023-24911","2023-04-28","Windows Server 2022","CVE-2023-24911 affects Windows Server 2022","2023-03-14"
0,7.8,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24910"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24910""]","x64","KB5023786 patch is not installed","CVE-2023-24910","2023-03-21","Windows Server 2022","CVE-2023-24910 affects Windows Server 2022","2023-03-14"
0,8.8,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24909"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24909""]","x64","KB5023786 patch is not installed","CVE-2023-24909","2023-03-21","Windows Server 2022","CVE-2023-24909 affects Windows Server 2022","2023-03-14"
0,8.1,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24908"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24908""]","x64","KB5023786 patch is not installed","CVE-2023-24908","2023-03-21","Windows Server 2022","CVE-2023-24908 affects Windows Server 2022","2023-03-14"
0,8.8,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24907"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24907""]","x64","KB5023786 patch is not installed","CVE-2023-24907","2023-03-21","Windows Server 2022","CVE-2023-24907 affects Windows Server 2022","2023-03-14"
0,6.5,"10.0.20348","2023-08-10T06:26:11+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24906"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24906""]","x64","KB5023786 patch is not installed","CVE-2023-24906","2023-03-21","Windows Server 2022","CVE-2023-24906 affects Windows Server 2022","2023-03-14"
0,8.1,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24903"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24903""]","x64","KB5026370 patch is not installed","CVE-2023-24903","2023-05-15","Windows Server 2022","CVE-2023-24903 affects Windows Server 2022","2023-05-09"
0,7.5,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24901"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24901""]","x64","KB5026370 patch is not installed","CVE-2023-24901","2023-05-15","Windows Server 2022","CVE-2023-24901 affects Windows Server 2022","2023-05-09"
0,5.9,"10.0.20348","2023-08-10T06:26:11+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24900"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24900""]","x64","KB5026370 patch is not installed","CVE-2023-24900","2023-05-15","Windows Server 2022","CVE-2023-24900 affects Windows Server 2022","2023-05-09"
0,7,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24899"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24899""]","x64","KB5026370 patch is not installed","CVE-2023-24899","2023-05-15","Windows Server 2022","CVE-2023-24899 affects Windows Server 2022","2023-05-09"
0,8.8,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24887"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24887""]","x64","KB5025230 patch is not installed","CVE-2023-24887","2023-04-14","Windows Server 2022","CVE-2023-24887 affects Windows Server 2022","2023-04-11"
0,8.8,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24886"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24886""]","x64","KB5025230 patch is not installed","CVE-2023-24886","2023-04-14","Windows Server 2022","CVE-2023-24886 affects Windows Server 2022","2023-04-11"
0,8.8,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24885"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24885""]","x64","KB5025230 patch is not installed","CVE-2023-24885","2023-05-08","Windows Server 2022","CVE-2023-24885 affects Windows Server 2022","2023-04-11"
0,8.8,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24884"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24884""]","x64","KB5025230 patch is not installed","CVE-2023-24884","2023-04-14","Windows Server 2022","CVE-2023-24884 affects Windows Server 2022","2023-04-11"
0,6.5,"10.0.20348","2023-08-10T06:26:11+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24883"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24883""]","x64","KB5025230 patch is not installed","CVE-2023-24883","2023-04-14","Windows Server 2022","CVE-2023-24883 affects Windows Server 2022","2023-04-11"
0,4.4,"10.0.20348","2023-08-10T06:26:11+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24880"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24880""]","x64","KB5023786 patch is not installed","CVE-2023-24880","2023-06-13","Windows Server 2022","CVE-2023-24880 affects Windows Server 2022","2023-03-14"
0,8.8,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24876"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24876""]","x64","KB5023786 patch is not installed","CVE-2023-24876","2023-03-23","Windows Server 2022","CVE-2023-24876 affects Windows Server 2022","2023-03-14"
0,8.8,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24872"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24872""]","x64","KB5023786 patch is not installed","CVE-2023-24872","2023-03-23","Windows Server 2022","CVE-2023-24872 affects Windows Server 2022","2023-03-14"
0,8.8,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24871"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24871""]","x64","KB5023786 patch is not installed","CVE-2023-24871","2023-03-23","Windows Server 2022","CVE-2023-24871 affects Windows Server 2022","2023-03-14"
0,6.5,"10.0.20348","2023-08-10T06:26:11+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24870"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24870""]","x64","KB5023786 patch is not installed","CVE-2023-24870","2023-03-23","Windows Server 2022","CVE-2023-24870 affects Windows Server 2022","2023-03-14"
0,8.1,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24869"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24869""]","x64","KB5023786 patch is not installed","CVE-2023-24869","2023-03-23","Windows Server 2022","CVE-2023-24869 affects Windows Server 2022","2023-03-14"
0,8.8,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24868"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24868""]","x64","KB5023786 patch is not installed","CVE-2023-24868","2023-03-21","Windows Server 2022","CVE-2023-24868 affects Windows Server 2022","2023-03-14"
0,8.8,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24867"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24867""]","x64","KB5023786 patch is not installed","CVE-2023-24867","2023-03-21","Windows Server 2022","CVE-2023-24867 affects Windows Server 2022","2023-03-14"
0,6.5,"10.0.20348","2023-08-10T06:26:11+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24866"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24866""]","x64","KB5023786 patch is not installed","CVE-2023-24866","2023-03-21","Windows Server 2022","CVE-2023-24866 affects Windows Server 2022","2023-03-14"
0,6.5,"10.0.20348","2023-08-10T06:26:11+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24865"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24865""]","x64","KB5023786 patch is not installed","CVE-2023-24865","2023-03-21","Windows Server 2022","CVE-2023-24865 affects Windows Server 2022","2023-03-14"
0,8.8,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24864"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24864""]","x64","KB5023786 patch is not installed","CVE-2023-24864","2023-03-21","Windows Server 2022","CVE-2023-24864 affects Windows Server 2022","2023-03-14"
0,6.5,"10.0.20348","2023-08-10T06:26:11+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24863"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24863""]","x64","KB5023786 patch is not installed","CVE-2023-24863","2023-03-21","Windows Server 2022","CVE-2023-24863 affects Windows Server 2022","2023-03-14"
0,5.5,"10.0.20348","2023-08-10T06:26:11+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24862"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24862""]","x64","KB5023786 patch is not installed","CVE-2023-24862","2023-03-23","Windows Server 2022","CVE-2023-24862 affects Windows Server 2022","2023-03-14"
0,7,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24861"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24861""]","x64","KB5023786 patch is not installed","CVE-2023-24861","2023-03-23","Windows Server 2022","CVE-2023-24861 affects Windows Server 2022","2023-03-14"
0,7.5,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24859"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24859""]","x64","KB5023786 patch is not installed","CVE-2023-24859","2023-03-20","Windows Server 2022","CVE-2023-24859 affects Windows Server 2022","2023-03-14"
0,7.5,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24858"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24858""]","x64","KB5023786 patch is not installed","CVE-2023-24858","2023-04-27","Windows Server 2022","CVE-2023-24858 affects Windows Server 2022","2023-03-14"
0,6.5,"10.0.20348","2023-08-10T06:26:11+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24857"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24857""]","x64","KB5023786 patch is not installed","CVE-2023-24857","2023-05-08","Windows Server 2022","CVE-2023-24857 affects Windows Server 2022","2023-03-14"
0,7.5,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24856"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24856""]","x64","KB5023786 patch is not installed","CVE-2023-24856","2023-06-17","Windows Server 2022","CVE-2023-24856 affects Windows Server 2022","2023-03-14"
0,7.8,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23423"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23423""]","x64","KB5023786 patch is not installed","CVE-2023-23423","2023-04-27","Windows Server 2022","CVE-2023-23423 affects Windows Server 2022","2023-03-14"
0,7.8,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23422"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23422""]","x64","KB5023786 patch is not installed","CVE-2023-23422","2023-04-27","Windows Server 2022","CVE-2023-23422 affects Windows Server 2022","2023-03-14"
0,7.8,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23421"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23421""]","x64","KB5023786 patch is not installed","CVE-2023-23421","2023-04-27","Windows Server 2022","CVE-2023-23421 affects Windows Server 2022","2023-03-14"
0,7.8,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23420"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23420""]","x64","KB5023786 patch is not installed","CVE-2023-23420","2023-04-27","Windows Server 2022","CVE-2023-23420 affects Windows Server 2022","2023-03-14"
0,7.8,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23417"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23417""]","x64","KB5023786 patch is not installed","CVE-2023-23417","2023-03-23","Windows Server 2022","CVE-2023-23417 affects Windows Server 2022","2023-03-14"
0,7.8,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23416"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23416""]","x64","KB5023786 patch is not installed","CVE-2023-23416","2023-06-17","Windows Server 2022","CVE-2023-23416 affects Windows Server 2022","2023-03-14"
0,9.8,"10.0.20348","2023-08-10T06:26:11+00:00","Critical","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23415"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23415""]","x64","KB5023786 patch is not installed","CVE-2023-23415","2023-04-17","Windows Server 2022","CVE-2023-23415 affects Windows Server 2022","2023-03-14"
0,7.1,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23414"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23414""]","x64","KB5023786 patch is not installed","CVE-2023-23414","2023-03-23","Windows Server 2022","CVE-2023-23414 affects Windows Server 2022","2023-03-14"
0,8.8,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23413"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23413""]","x64","KB5023786 patch is not installed","CVE-2023-23413","2023-03-23","Windows Server 2022","CVE-2023-23413 affects Windows Server 2022","2023-03-14"
0,7.8,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23412"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23412""]","x64","KB5023786 patch is not installed","CVE-2023-23412","2023-03-23","Windows Server 2022","CVE-2023-23412 affects Windows Server 2022","2023-03-14"
0,6.5,"10.0.20348","2023-08-10T06:26:11+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23411"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23411""]","x64","KB5023786 patch is not installed","CVE-2023-23411","2023-03-23","Windows Server 2022","CVE-2023-23411 affects Windows Server 2022","2023-03-14"
0,7.8,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23410"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23410""]","x64","KB5023786 patch is not installed","CVE-2023-23410","2023-03-23","Windows Server 2022","CVE-2023-23410 affects Windows Server 2022","2023-03-14"
0,5.5,"10.0.20348","2023-08-10T06:26:11+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23409"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23409""]","x64","KB5023786 patch is not installed","CVE-2023-23409","2023-03-23","Windows Server 2022","CVE-2023-23409 affects Windows Server 2022","2023-03-14"
0,7.1,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23407"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23407""]","x64","KB5023786 patch is not installed","CVE-2023-23407","2023-03-23","Windows Server 2022","CVE-2023-23407 affects Windows Server 2022","2023-03-14"
0,8.8,"10.0.20348","2023-08-10T06:26:11+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23406"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23406""]","x64","KB5023786 patch is not installed","CVE-2023-23406","2023-03-23","Windows Server 2022","CVE-2023-23406 affects Windows Server 2022","2023-03-14"
0,8.1,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23405"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23405""]","x64","KB5023786 patch is not installed","CVE-2023-23405","2023-03-23","Windows Server 2022","CVE-2023-23405 affects Windows Server 2022","2023-03-14"
0,8.1,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23404"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23404""]","x64","KB5023786 patch is not installed","CVE-2023-23404","2023-03-23","Windows Server 2022","CVE-2023-23404 affects Windows Server 2022","2023-03-14"
0,8.8,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23403"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23403""]","x64","KB5023786 patch is not installed","CVE-2023-23403","2023-03-23","Windows Server 2022","CVE-2023-23403 affects Windows Server 2022","2023-03-14"
0,7.8,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23402"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23402""]","x64","KB5023786 patch is not installed","CVE-2023-23402","2023-03-23","Windows Server 2022","CVE-2023-23402 affects Windows Server 2022","2023-03-14"
0,7.8,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23401"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23401""]","x64","KB5023786 patch is not installed","CVE-2023-23401","2023-03-23","Windows Server 2022","CVE-2023-23401 affects Windows Server 2022","2023-03-14"
0,7.2,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23400"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23400""]","x64","KB5023786 patch is not installed","CVE-2023-23400","2023-03-20","Windows Server 2022","CVE-2023-23400 affects Windows Server 2022","2023-03-14"
0,5.5,"10.0.20348","2023-08-10T06:26:12+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23394"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23394""]","x64","KB5023786 patch is not installed","CVE-2023-23394","2023-03-23","Windows Server 2022","CVE-2023-23394 affects Windows Server 2022","2023-03-14"
0,7,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23393"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23393""]","x64","KB5023786 patch is not installed","CVE-2023-23393","2023-03-23","Windows Server 2022","CVE-2023-23393 affects Windows Server 2022","2023-03-14"
0,9.8,"10.0.20348","2023-08-10T06:26:12+00:00","Critical","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23392"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23392""]","x64","KB5023786 patch is not installed","CVE-2023-23392","2023-03-23","Windows Server 2022","CVE-2023-23392 affects Windows Server 2022","2023-03-14"
0,8.8,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23388"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23388""]","x64","KB5023786 patch is not installed","CVE-2023-23388","2023-03-23","Windows Server 2022","CVE-2023-23388 affects Windows Server 2022","2023-03-14"
0,7,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23385"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23385""]","x64","KB5023786 patch is not installed","CVE-2023-23385","2023-03-23","Windows Server 2022","CVE-2023-23385 affects Windows Server 2022","2023-03-14"
